Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=CT
06070,CT,8.32,32462.02526,12/23/2014,,
06277,CT,8.502,28016.23649,04/11/2014,,
06611,CT,4.16,17179.38373,06/18/2014,,
06357,CT,15.912,130751.6301,12/15/2008,,
06110,CT,6.24,21080.89314,11/05/2014,,
06374,CT,10.53,41648.48543,12/08/2014,,
06750,CT,3.92,19114.01887,05/29/2014,,
06408,CT,3.68,26096.59551,02/24/2011,,
06438,CT,11,48986.7148,07/30/2014,,
06010,CT,8.5,32363.02063,12/03/2014,,
06415,CT,10.5,51123.05226,07/24/2014,,
06071,CT,7.75,38069.07275,11/10/2014,,
06351,CT,7.84,37228.96713,12/23/2014,,
06480,CT,10.2,40620.12776,12/09/2014,,
06281,CT,6.24,26060.3486,08/25/2014,,
06098,CT,6.615,32683.40426,02/26/2014,,
06117,CT,7.08,24329.35624,07/02/2014,,
06238,CT,6,23912.34029,12/09/2014,,
06042,CT,6,29035.98113,12/19/2014,,
06070,CT,5.4,20244.53128,12/23/2014,,
06074,CT,4.655,22999.43263,02/13/2014,,
06611,CT,6.12,24408.13737,10/29/2014,,
06239,CT,5.7,24361.42377,04/25/2014,,
06457,CT,7.035,38371.11427,08/13/2014,,
06515,CT,3.75,18525.56087,12/08/2014,,
06470,CT,11,34976.31563,07/02/2014,,
06320,CT,3.92,19365.3863,12/09/2014,,
06604,CT,4.655,22685.40565,09/18/2014,,
06812,CT,10.92,46796.45184,02/10/2014,,
06514,CT,5.25,24570.36491,07/30/2014,,
06614,CT,5.79,24809.12866,12/05/2014,,
06040,CT,7.56,55159.17696,09/10/2010,,
06234,CT,5.28,25253.96731,03/28/2014,,
06013,CT,9.72,37776.38388,04/25/2014,,
06517,CT,2.12,8820.021432,08/13/2014,,
06790,CT,9,32229.6429,11/25/2014,,
06063,CT,7.28,32461.62748,09/29/2014,,
06457,CT,5.535,47893.09426,10/29/2008,,
06354,CT,8.829,28055.19356,01/12/2014,,
06437,CT,8.25,32771.33911,12/18/2014,,
06851,CT,3,14435.67209,11/11/2014,,
06413,CT,7.848,34090.41539,04/11/2014,,
06238,CT,5.75,28021.71482,09/17/2014,,
06095,CT,8.75,41876.70627,10/01/2014,,
06235,CT,6,21833.95404,11/05/2014,,
06870,CT,7.84,38488.02197,03/10/2014,,
06790,CT,4.41,21578.37376,04/20/2014,,
06035,CT,6.25,30245.81367,12/11/2014,,
06040,CT,7.14,65791.82532,04/23/2009,,
06084,CT,9.72,31919.05816,05/09/2014,,
06514,CT,4.9,24055.01373,03/05/2014,,
06082,CT,6.25,24107.11122,03/28/2014,,
06084,CT,7.35,43908.93944,06/04/2014,,
06379,CT,7.595,37033.41155,05/25/2014,,
06382,CT,9.75,47515.08165,09/05/2014,,
06082,CT,5,17543.3515,11/05/2014,,
06107,CT,1.75,6949.738157,08/13/2014,,
06084,CT,6.12,24752.1246,10/08/2014,,
06232,CT,5.145,25257.76442,03/05/2014,,
06460,CT,5.2,21918.89046,04/25/2014,,
06033,CT,5.865,30867.52696,11/12/2014,,
06457,CT,500,1492962.01,08/28/2014,,
06511,CT,4.16,19179.73963,07/30/2014,,
06470,CT,11,34962.66809,06/18/2014,,
06484,CT,6.075,54294.57509,07/07/2009,,
06424,CT,5.7,38914.27395,12/15/2014,,
06489,CT,9.075,34115.30256,11/28/2014,,
06812,CT,9.5,44855.84359,11/07/2014,,
06019,CT,5.46,19709.56442,02/10/2014,,
06906,CT,7.5,25485.58801,09/10/2014,,
06040,CT,8,27335.18304,07/02/2014,,
06890,CT,5.88,28771.16501,04/08/2014,,
06611,CT,10.125,85209.22531,04/12/2010,,
06249,CT,6.5,34209.53542,11/03/2014,,
06030,CT,7.02,67337.24823,04/02/2009,,
06040,CT,4,14775.50607,07/30/2014,,
06611,CT,8,31339.57373,07/02/2014,,
06470,CT,11.22,44748.25184,10/31/2014,,
06419,CT,9.435,41553.31583,11/28/2011,,
06830,CT,11.28,74660.35438,01/31/2014,,
06824,CT,7.5,27211.37882,04/25/2014,,
06062,CT,4.68,21235.3647,02/08/2014,,
06903,CT,6.63,24795.80725,04/11/2014,,
06013,CT,8.64,35278.71707,12/11/2014,,
06408,CT,5.52,32636.35401,11/28/2011,,
06082,CT,5,18164.37112,08/13/2014,,
06611,CT,11,41740.75724,04/25/2014,,
06484,CT,10,47859.09288,10/08/2014,,
06063,CT,6.3,57411.81122,10/23/2008,,
06234,CT,8.5,33348.66815,04/29/2014,,
06408,CT,4.6,37820.92994,12/02/2009,,
06460,CT,3.185,15635.75893,03/05/2014,,
06850,CT,6.75,23474.87093,07/02/2014,,
06074,CT,7.65,40491.58305,12/09/2014,,
06480,CT,7.25,26854.93349,10/22/2014,,
06804,CT,4.68,21550.71215,01/02/2014,,
06052,CT,7.35,36310.09931,12/08/2014,,
06033,CT,10.92,38862.03224,11/05/2014,,
06488,CT,6.3,29103.46081,03/11/2014,,
06110,CT,7,33875.31131,12/09/2014,,
06751,CT,9.065,45020.36578,10/04/2011,,
06082,CT,5,18160.70618,05/14/2014,,
06226,CT,8,27120.15263,10/08/2014,,
06482,CT,4.25,20023.10882,08/27/2014,,
06451,CT,10,48393.30188,12/08/2014,,
06415,CT,5.75,30262.28134,11/04/2014,,
06518,CT,5.635,26590.60855,03/04/2014,,
06457,CT,6.5,26073.01242,06/19/2014,,
06460,CT,7.75,33453.01589,05/02/2014,,
06795,CT,4.08,21595.51096,12/19/2014,,
06033,CT,3,14321.65726,09/19/2014,,
06903,CT,9.5,45973.63678,12/12/2014,,
06069,CT,10.75,52022.79952,12/11/2014,,
06403,CT,7.5,29223.10573,01/17/2014,,
06237,CT,6.75,25218.71849,07/30/2014,,
06062,CT,7.95,41840.89333,11/05/2014,,
06074,CT,6.125,30989.23963,03/05/2014,,
06410,CT,14.25,52438.67945,12/17/2014,,
06516,CT,5.75,27518.97841,10/08/2014,,
06489,CT,99,296894.2692,07/14/2014,,
06241,CT,5.88,19288.62361,04/25/2014,,
06035,CT,5.775,43236.83364,02/11/2010,,
06082,CT,7,24347.88001,12/17/2014,,
06483,CT,8.085,38026.37906,04/21/2014,,
06473,CT,8.5,35109.48993,08/28/2014,,
06787,CT,7.595,37525.89424,02/19/2014,,
06247,CT,6.5,27955.23561,06/04/2014,,
06074,CT,8.5,40578.02891,09/22/2014,,
06250,CT,9.6,45512.36651,03/19/2014,,
06410,CT,7,24714.80437,09/24/2014,,
06878,CT,10.2,40476.8278,10/22/2014,,
06111,CT,5,24059.45349,11/03/2014,,
06705,CT,5.52,29863.88377,03/14/2014,,
06082,CT,5.5,21032.23002,06/04/2014,,
06770,CT,5,23869.42877,09/12/2014,,
06790,CT,9.8,48413.46575,12/22/2014,,
06611,CT,5.5,25969.17261,11/20/2014,,
06451,CT,10,47859.09288,10/21/2014,,
06082,CT,3.5,16750.68251,10/03/2014,,
06477,CT,6.86,33449.53301,05/22/2014,,
06373,CT,4.05,36257.38344,03/09/2009,,
06359,CT,8.815,74760.01648,04/02/2009,,
06606,CT,8.33,40893.52335,03/31/2014,,
06811,CT,3.5,18321.05899,10/10/2014,,
06716,CT,5,26465.08696,12/23/2014,,
06032,CT,8.58,30103.05343,12/29/2014,,
06422,CT,8.775,49658.16878,02/10/2012,,
06777,CT,1.224,8982.108398,01/06/2012,,
06524,CT,5.5,20038.70107,01/23/2014,,
06078,CT,7.84,38228.03773,05/29/2014,,
06351,CT,7.84,38735.88653,02/27/2014,,
06830,CT,7.395,31684.43602,08/13/2014,,
06078,CT,5.75,24472.8744,06/11/2014,,
06437,CT,6.125,29088.97091,02/19/2014,,
06040,CT,7.5,35086.82529,06/27/2014,,
06512,CT,5.25,25585.04396,09/04/2014,,
06013,CT,9.75,46580.41471,08/06/2014,,
06111,CT,7,36642.11799,10/01/2014,,
06078,CT,10.25,49055.5702,10/20/2014,,
06408,CT,10.35,74175.12568,04/14/2011,,
06383,CT,8.82,58178.18501,04/13/2010,,
06484,CT,8.84,34460.49351,01/31/2014,,
06226,CT,5,17404.79181,09/16/2014,,
06076,CT,6,21856.96383,08/13/2014,,
06333,CT,2.75,12362.97634,12/16/2014,,
06461,CT,10.5,51298.96518,10/20/2014,,
06250,CT,18.75,87530.82742,06/04/2014,,
06109,CT,8.085,33879.01868,11/14/2014,,
06702,CT,164.8,1487103.149,12/01/2008,,
06614,CT,6.21,25669.62206,12/10/2014,,
06470,CT,17.98,68399.32497,06/04/2014,,
06250,CT,6.435,27703.53782,01/27/2012,,
06238,CT,4.25,20450.53546,11/11/2014,,
06062,CT,6,29640.8974,12/08/2014,,
06111,CT,6.63,27405.73177,12/16/2014,,
06415,CT,5,30056.24373,03/14/2014,,
06611,CT,10.25,43265.37731,01/23/2014,,
06824,CT,10.535,37920.48675,07/23/2014,,
06016,CT,10.78,52563.55188,05/29/2014,,
06070,CT,6.37,31060.28066,05/29/2014,,
06830,CT,5.88,28671.0283,05/25/2014,,
06410,CT,5.355,18723.57013,12/09/2014,,
06410,CT,6.5,25230.04957,12/17/2014,,
06238,CT,10.71,42848.23604,12/09/2014,,
06095,CT,5.6,33028.42853,12/05/2014,,
06515,CT,3.75,20265.50249,03/24/2014,,
06611,CT,5.25,18146.46717,03/26/2014,,
06249,CT,6.75,26817.95564,06/04/2014,,
06840,CT,12.96,58561.9325,08/28/2014,,
06382,CT,5.5,21910.71046,08/21/2014,,
06370,CT,7.425,27424.6354,12/16/2014,,
06880,CT,1.5,5914.615648,11/11/2014,,
06040,CT,7.75,30863.83646,12/11/2014,,
06078,CT,10.25,48932.32898,09/02/2014,,
06604,CT,6.9,65254.5204,01/06/2009,,
06082,CT,10.5,38212.49447,10/22/2014,,
06357,CT,5.535,54928.18901,03/20/2008,,
06457,CT,5.36,42003.4744,05/09/2014,,
06790,CT,4,19542.46293,10/19/2014,,
06477,CT,10.75,51448.52485,10/19/2014,,
06880,CT,10.512,64815.6931,05/25/2012,,
06231,CT,9.18,34893.72613,11/05/2014,,
06084,CT,5.75,27518.97841,10/20/2014,,
06001,CT,3.456,30007.44883,01/14/2014,,
06379,CT,10.4,49105.34456,11/06/2014,,
06107,CT,4.75,18140.76587,09/24/2014,,
06385,CT,8.5,41991.27131,12/08/2014,,
06415,CT,10.535,51379.29227,08/18/2014,,
06612,CT,3.64,15566.8458,09/10/2014,,
06033,CT,5.145,25420.42554,02/13/2014,,
06851,CT,7.84,38735.88653,02/05/2014,,
06525,CT,5.88,28141.14661,10/27/2014,,
06614,CT,4.335,17383.9948,06/18/2014,,
06013,CT,10.71,45890.48096,12/10/2014,,
06001,CT,10.125,69873.90055,01/10/2011,,
06082,CT,5.25,25406.48348,12/11/2014,,
06110,CT,3.57,13737.85082,09/16/2014,,
06517,CT,5.25,25788.7267,11/10/2014,,
06040,CT,12.753,57339.20802,07/30/2014,,
06082,CT,6,28643.31453,09/23/2014,,
06779,CT,7.75,37921.17838,04/24/2014,,
06331,CT,4.165,28149.77878,12/15/2014,,
06825,CT,8.5,31437.4834,01/30/2014,,
06783,CT,9.81,42231.22144,12/02/2014,,
06118,CT,4.5,21776.98584,12/12/2014,,
06783,CT,11.66,42223.07269,04/11/2014,,
06790,CT,4.5,21482.48589,09/17/2014,,
06424,CT,6.75,32665.47877,12/29/2014,,
06042,CT,9.5,45466.13824,10/27/2014,,
06030,CT,8.32,32839.18042,01/06/2014,,
06238,CT,11,38115.902,04/25/2014,,
06512,CT,5,24428.07866,10/29/2014,,
06824,CT,4.515,44948.0613,05/30/2008,,
06281,CT,5.635,27461.28052,09/08/2014,,
06032,CT,10.71,43514.95459,12/08/2014,,
06250,CT,8.75,42673.83079,08/06/2014,,
06110,CT,5.2,20324.8186,09/16/2014,,
06076,CT,6,22527.08273,06/04/2014,,
06516,CT,3.85,13784.59512,09/05/2014,,
06412,CT,9.75,33958.03279,05/07/2014,,
06460,CT,10.92,38577.61947,10/31/2014,,
06001,CT,5.72,23759.49811,12/31/2014,,
06385,CT,12.48,53139.43892,03/11/2014,,
06066,CT,10,48733.41708,09/05/2014,,
06075,CT,3.597,17788.74623,10/22/2014,,
06840,CT,9,44624.50507,03/05/2014,,
06066,CT,10,47738.85754,09/10/2014,,
06067,CT,8.925,47240.18023,12/23/2014,,
06420,CT,6.76,24042.99124,03/19/2014,,
06238,CT,3.5,14622.36258,03/14/2014,,
06110,CT,6.24,21807.70686,09/24/2014,,
06035,CT,4.75,23148.37311,09/15/2014,,
06120,CT,55,144290.5422,05/02/2014,,
06473,CT,4,20851.52635,11/04/2014,,
06901,CT,9.66,79644.3009,12/23/2009,,
06756,CT,8.75,41876.70627,10/21/2014,,
06905,CT,5.2,15526.8049,08/13/2014,,
06110,CT,4.5,16024.45891,08/13/2014,,
06441,CT,6.24,20667.82288,07/16/2014,,
06896,CT,12,55155.48192,02/19/2014,,
06778,CT,6.48,27957.68676,10/27/2014,,
06705,CT,8.175,39055.88618,08/19/2014,,
06365,CT,10,48733.41708,09/05/2014,,
06758,CT,11.04,39251.69009,06/08/2010,,
06069,CT,9.075,37992.10382,06/04/2014,,
06040,CT,11,42660.24515,05/02/2014,,
06612,CT,7.25,28220.93202,06/04/2014,,
06268,CT,7.02,26405.7663,05/09/2014,,
06033,CT,7,23335.26356,05/21/2014,,
06611,CT,10.75,38987.66183,07/29/2014,,
06790,CT,9.25,44269.66091,10/20/2014,,
06249,CT,8.58,33419.86959,07/30/2014,,
06850,CT,2.805,11840.62404,06/18/2014,,
06010,CT,5.25,24930.11192,12/22/2014,,
06611,CT,7.5,28484.94325,05/09/2014,,
06798,CT,4.515,38943.76148,03/16/2009,,
06878,CT,5.355,21177.46357,07/16/2014,,
06410,CT,8,30649.30139,05/21/2014,,
06233,CT,5.04,51460.32281,03/20/2008,,
06084,CT,8.85,33253.76431,09/16/2014,,
06518,CT,2.25,8821.625221,05/09/2014,,
06010,CT,8.925,47240.18023,12/08/2014,,
06482,CT,12.75,42289.97773,04/11/2014,,
06067,CT,4.5,21482.48589,09/26/2014,,
06437,CT,3.185,13346.28009,11/18/2014,,
06830,CT,7.776,75861.10187,09/01/2009,,
06511,CT,5.5,25506.73031,03/14/2014,,
06405,CT,11.505,156204.0254,10/23/2008,,
06033,CT,7.75,25925.70358,04/11/2014,,
06226,CT,6.5,31676.7211,09/02/2014,,
06437,CT,9.25,45696.38349,12/29/2014,,
06716,CT,6.25,30481.3077,08/06/2014,,
06010,CT,6.25,29293.46784,05/07/2014,,
06804,CT,5.5,24967.41509,12/30/2014,,
06477,CT,6.21,56333.24349,07/07/2009,,
06070,CT,8.4,34862.1481,11/19/2014,,
06410,CT,9.45,35244.70342,09/10/2014,,
06514,CT,6.75,23534.03884,03/11/2014,,
06416,CT,6.75,28086.84224,06/25/2014,,
06084,CT,6.867,32025.24103,10/28/2014,,
06112,CT,2.205,10893.02979,12/18/2014,,
06053,CT,3.75,18275.0314,09/04/2014,,
06074,CT,6.5,31700.56001,08/06/2014,,
06825,CT,7.2,25615.12748,01/30/2014,,
06375,CT,3,14820.4487,12/19/2014,,
06078,CT,7.28,25964.4179,02/19/2014,,
06040,CT,1.75,8260.775461,04/25/2014,,
06234,CT,6.5,27037.0623,05/21/2014,,
06708,CT,5,20767.18741,07/14/2014,,
06084,CT,9.62,38694.61854,11/13/2014,,
06468,CT,5.25,21751.09916,01/10/2014,,
06851,CT,5.5,26778.74166,07/18/2014,,
06370,CT,9.8,48110.02747,03/05/2014,,
06239,CT,5.805,52454.58342,10/15/2009,,
06811,CT,5.39,26460.51511,03/10/2014,,
06801,CT,9,44461.3461,12/21/2014,,
06791,CT,10,36189.42795,11/05/2014,,
06410,CT,5.4,19704.6924,11/19/2014,,
06468,CT,7.5,34581.04697,12/11/2014,,
06611,CT,4.25,16607.07654,03/27/2014,,
06410,CT,10.5,36044.48437,07/30/2014,,
06488,CT,7.84,37228.96713,12/01/2014,,
06906,CT,5,15789.01635,11/05/2014,,
06460,CT,5.25,24788.75567,11/14/2014,,
06040,CT,10.5,35955.05629,07/16/2014,,
06074,CT,9.18,48589.89966,12/10/2014,,
06704,CT,4.9,36141.63013,12/16/2014,,
06794,CT,6.36,22265.20425,09/24/2014,,
06410,CT,5.4,19599.28726,12/17/2014,,
06611,CT,7.175,57704.21479,06/22/2009,,
06615,CT,39.405,246089.5264,02/17/2011,,
06117,CT,11.25,39459.64337,07/30/2014,,
06107,CT,7.105,34579.76728,06/06/2014,,
06250,CT,10.4,39468.77045,12/26/2014,,
06830,CT,4.08,16162.20954,08/28/2014,,
06443,CT,7.25,26519.48172,06/04/2014,,
06249,CT,10.08,37195.29346,12/16/2014,,
06351,CT,3.75,15713.83056,11/25/2014,,
06611,CT,8.32,33979.68937,07/16/2014,,
06248,CT,5.88,33624.27106,12/17/2014,,
06033,CT,10.4,36685.3856,07/02/2014,,
06040,CT,9.5,32507.10699,07/16/2014,,
06811,CT,5.145,25420.42554,02/05/2014,,
06029,CT,7.595,37285.27129,03/31/2014,,
06776,CT,6.125,48302.73514,12/01/2010,,
06615,CT,5.04,48688.28728,05/16/2008,,
06410,CT,8.25,29150.08325,08/28/2014,,
06422,CT,7.5,29792.12647,12/12/2014,,
06001,CT,5,23869.42877,09/19/2014,,
06405,CT,5.39,26460.51511,03/06/2014,,
06010,CT,3.57,18788.92946,11/13/2014,,
06424,CT,11,44058.06858,12/11/2014,,
06824,CT,10.92,48211.1345,02/10/2014,,
06410,CT,8.25,28096.77482,06/04/2014,,
06335,CT,10.125,81496.48091,05/22/2009,,
06770,CT,9,44461.3461,12/08/2014,,
06074,CT,7.84,38361.55335,04/19/2014,,
06078,CT,5.61,29693.82757,12/09/2014,,
06611,CT,10.35,50570.86602,11/19/2014,,
06902,CT,4.995,31915.60574,04/20/2012,,
06410,CT,10.92,39754.53216,05/21/2014,,
06443,CT,4.41,21578.37376,04/07/2014,,
06010,CT,3.25,15554.20519,10/20/2014,,
06424,CT,13,55177.66511,02/19/2014,,
06804,CT,11,53647.10156,08/06/2014,,
06107,CT,3,12068.07966,12/17/2014,,
06040,CT,319.68,2521909.449,06/05/2008,,
06338,CT,6,24136.16007,06/04/2014,,
06026,CT,11.34,49988.05183,04/11/2014,,
06405,CT,5.824,53755.8298,03/16/2009,,
06117,CT,8.58,33725.1777,05/09/2014,,
06790,CT,6.125,30068.76717,03/31/2014,,
06488,CT,10.175,48446.22305,11/10/2011,,
06518,CT,5.88,28883.37391,11/10/2014,,
06095,CT,5.5,19020.4827,03/26/2014,,
06010,CT,8.575,40488.30093,11/14/2014,,
06605,CT,4.41,16394.28882,01/16/2014,,
06751,CT,5.88,29749.67005,03/13/2014,,
06611,CT,6.76,26065.12608,08/28/2014,,
06370,CT,9.5,45712.96162,11/16/2014,,
06066,CT,5.775,22263.21513,09/24/2014,,
06040,CT,6.54,31126.06823,08/13/2014,,
06410,CT,16.74,57495.95762,08/28/2014,,
06118,CT,8.75,42814.23365,04/24/2014,,
06410,CT,5.94,21250.70869,12/17/2014,,
06075,CT,7.5,27275.56432,07/16/2014,,
06237,CT,7,26361.41062,07/30/2014,,
06478,CT,5.52,37474.19178,01/06/2012,,
06517,CT,4.42,17787.24506,07/02/2014,,
06482,CT,8.25,26276.13138,08/13/2014,,
06250,CT,2,10551.28696,01/23/2014,,
06248,CT,7.14,30967.82429,10/22/2014,,
06489,CT,8.575,42121.58695,11/10/2014,,
06878,CT,7.65,30357.62085,10/22/2014,,
06032,CT,10.26,35997.3576,12/31/2014,,
06416,CT,4,19648.55368,11/11/2014,,
06226,CT,1.38,7429.500231,01/22/2014,,
06074,CT,4.5,21909.87954,07/20/2014,,
06092,CT,7.5,37051.12175,12/23/2014,,
06031,CT,4.64,22009.76149,04/11/2014,,
06614,CT,3.675,17981.97813,04/22/2014,,
06371,CT,10.2,41083.8969,12/05/2014,,
06410,CT,10.26,37040.38066,09/24/2014,,
06410,CT,10.5,37092.62043,05/21/2014,,
06237,CT,9.5,34760.8979,11/05/2014,,
06076,CT,10,48118.90697,11/13/2014,,
06250,CT,5.76,24929.8508,03/28/2014,,
06249,CT,9.72,42051.96614,09/10/2014,,
06109,CT,9.25,44158.44323,09/19/2014,,
06043,CT,6.05,22568.41797,12/17/2014,,
06040,CT,7.95,30559.56214,07/02/2014,,
06801,CT,11.55,46531.16795,12/17/2014,,
06482,CT,10.5,34485.21666,11/05/2014,,
06483,CT,3.5,14666.24185,11/18/2014,,
06897,CT,9.88,35795.60527,02/08/2014,,
06518,CT,6.615,32254.90683,05/02/2014,,
06830,CT,8.16,32381.46224,10/22/2014,,
06512,CT,10,40500.98367,07/02/2014,,
06770,CT,7.35,30799.10789,11/04/2014,,
06611,CT,6.76,26737.95429,08/15/2014,,
06032,CT,6.86,33431.12411,09/05/2014,,
06516,CT,5.39,25350.91938,04/01/2014,,
06351,CT,6.5,31694.16393,05/27/2014,,
06424,CT,10.045,49813.88314,01/27/2014,,
06033,CT,7.25,38156.78951,11/11/2014,,
06787,CT,11.515,48527.08919,12/11/2014,,
06514,CT,5.52,49575.59123,09/12/2008,,
06488,CT,10.5,50252.04752,10/22/2014,,
06082,CT,7.105,34644.15919,05/21/2014,,
06611,CT,7.28,26085.03224,08/28/2014,,
06854,CT,6.615,32254.90683,05/29/2014,,
06074,CT,7.75,37921.17838,04/20/2014,,
06422,CT,7.84,39535.88662,04/21/2014,,
06237,CT,8,27868.62419,08/13/2014,,
06489,CT,45,134265.5368,09/24/2014,,
06082,CT,7.5,27694.44529,08/28/2014,,
06095,CT,7.02,24382.74237,11/19/2014,,
06076,CT,6.67,27682.20569,11/07/2014,,
06111,CT,6.25,29836.78596,09/19/2014,,
06118,CT,5,24196.65094,12/08/2014,,
06750,CT,5.4,50183.23738,03/03/2009,,
06783,CT,9.54,33422.44286,08/13/2014,,
06019,CT,4.905,21006.22624,01/06/2014,,
06357,CT,9.25,44269.66091,10/20/2014,,
06234,CT,9.435,49656.45642,11/09/2014,,
06611,CT,6.5,23366.83539,04/25/2014,,
06401,CT,5.25,25649.48259,10/21/2014,,
06237,CT,5.2,24294.62833,07/02/2014,,
06247,CT,7.28,27332.86038,06/04/2014,,
06419,CT,12.48,43788.20534,11/24/2014,,
06470,CT,8.75,40898.77436,09/30/2014,,
06010,CT,7.65,40491.58305,12/15/2014,,
06076,CT,6,21820.45146,07/30/2014,,
06320,CT,4.165,20446.76167,03/03/2014,,
06029,CT,6.24,27295.13979,01/27/2014,,
06095,CT,4.655,22852.26305,03/31/2014,,
06070,CT,11.04,60206.3764,11/10/2014,,
06235,CT,7.194,31576.68398,08/13/2014,,
06424,CT,10,37207.26294,02/10/2014,,
06250,CT,7.28,25639.82164,01/17/2014,,
06831,CT,6.63,26309.93807,10/22/2014,,
06029,CT,11.61,41913.91475,05/21/2014,,
06796,CT,9.9,40964.39231,10/15/2014,,
06460,CT,6.4,51379.5795,02/11/2010,,
06335,CT,7.35,34683.40245,03/19/2014,,
06786,CT,8.8,30207.33092,12/09/2014,,
06471,CT,9.72,37027.49891,11/05/2014,,
06062,CT,6,29240.05025,09/17/2014,,
06905,CT,5.75,27518.97841,10/20/2014,,
06042,CT,9.555,46907.27678,03/05/2014,,
06776,CT,10.335,41684.23441,02/19/2014,,
06419,CT,11,49622.62281,11/24/2014,,
06050,CT,34.85,289510.9382,07/16/2008,,
06040,CT,5,23887.39216,08/08/2014,,
06896,CT,8.25,40525.14196,11/11/2014,,
06479,CT,14,61273.80425,12/17/2014,,
06790,CT,6.63,32084.75914,12/12/2014,,
06750,CT,9.75,85793.06606,10/15/2008,,
06460,CT,7.54,33447.83715,12/02/2014,,
06426,CT,104.832,863240.2844,09/12/2008,,
06415,CT,4.935,32681.85311,03/30/2012,,
06021,CT,8.5,34409.89073,01/31/2014,,
06237,CT,9.75,47471.40567,07/20/2014,,
06249,CT,8.1,41496.87907,08/13/2014,,
06410,CT,7.83,27288.35962,08/13/2014,,
06906,CT,2.5,10069.91526,09/10/2014,,
06074,CT,4.5,21935.41757,10/03/2014,,
06075,CT,10.5,38185.79005,07/02/2014,,
06107,CT,2,7349.568739,04/25/2014,,
06812,CT,9,38006.93389,07/28/2014,,
06412,CT,4.509,43545.32558,04/18/2006,,
06811,CT,8,38714.6415,12/11/2014,,
06413,CT,6.213,26843.78033,06/04/2014,,
06010,CT,10,47738.85754,09/12/2014,,
06084,CT,8,28526.35874,06/18/2014,,
06339,CT,1.6275,20137.35439,01/13/2009,,
06063,CT,7,26817.95479,12/01/2014,,
06779,CT,10.045,49312.77815,03/18/2014,,
06235,CT,4.35,16449.12182,05/21/2014,,
06033,CT,4.5,23555.64728,10/29/2014,,
06468,CT,8.75,33504.22424,09/11/2014,,
06258,CT,23.22,229514.3703,07/20/2008,,
06424,CT,4.75,22263.03556,05/27/2014,,
06470,CT,9,42265.5614,10/27/2014,,
06238,CT,10.5,36383.361,04/14/2014,,
06514,CT,5.75,27826.14858,12/24/2014,,
06247,CT,5,25386.31961,12/31/2014,,
06870,CT,4.59,18313.45451,11/24/2014,,
06013,CT,5.4,24795.36244,01/03/2014,,
06071,CT,250,964841.4561,12/19/2014,,
06424,CT,9.25,44269.66091,10/29/2014,,
06525,CT,9.555,48016.65836,05/02/2014,,
06804,CT,9,42191.1064,08/28/2014,,
06249,CT,10,34782.68572,12/17/2014,,
06512,CT,7.02,26648.37657,08/28/2014,,
06796,CT,3.5,16601.43754,04/25/2014,,
06614,CT,10,49091.86476,03/05/2014,,
06070,CT,7.8,32371.99466,11/12/2014,,
06339,CT,7.105,34879.76991,03/25/2014,,
06470,CT,13,46580.41471,08/13/2014,,
06237,CT,7.83,27230.85028,07/02/2014,,
06010,CT,6.5,31053.60981,08/19/2014,,
06033,CT,7.35,34683.40245,03/20/2014,,
06611,CT,5.2,19117.73616,07/16/2014,,
06109,CT,6,26616.31603,12/30/2014,,
06066,CT,1.56,10830.87835,06/18/2014,,
06084,CT,6,25958.00379,09/05/2014,,
06378,CT,5.145,25257.76442,03/05/2014,,
06716,CT,7.75,36997.6146,09/12/2014,,
06791,CT,7.595,37285.27129,03/18/2014,,
06878,CT,8.16,31856.27202,01/31/2014,,
06076,CT,5.1,19985.78477,08/11/2014,,
06247,CT,5.886,29465.42422,06/04/2014,,
06029,CT,6.6,23936.91601,07/02/2014,,
06824,CT,5.44,57726.17965,05/24/2007,,
06067,CT,8,27773.17148,06/24/2014,,
06461,CT,6.96,29182.62351,01/13/2014,,
06073,CT,3.25,15727.82311,12/29/2014,,
06787,CT,10.71,51829.22631,12/12/2014,,
06424,CT,10,39447.71962,07/02/2014,,
06825,CT,10.75,45289.48853,01/30/2014,,
06238,CT,6.095,23737.113,10/09/2014,,
06255,CT,5.25,25062.90021,09/19/2014,,
06040,CT,4.05,,08/28/2014,,
06029,CT,10,52630.0545,11/12/2014,,
06019,CT,8.84,34009.7299,04/26/2014,,
06901,CT,6.365,32919.99729,12/03/2014,,
06611,CT,8.58,33777.23083,09/24/2014,,
06517,CT,6.37,31060.28066,05/02/2014,,
06907,CT,5,24366.70854,09/09/2014,,
06460,CT,6.5,36829.00842,11/14/2014,,
06410,CT,7.56,26691.98872,09/10/2014,,
06085,CT,10,47859.09288,10/21/2014,,
06107,CT,3.675,17919.39269,05/21/2014,,
06019,CT,6,29256.15132,05/21/2014,,
06019,CT,5.2,25976.27803,05/09/2014,,
06037,CT,10.71,51109.37594,12/09/2014,,
06075,CT,5.8,23571.25453,07/20/2014,,
06082,CT,4.69,35651.98887,06/04/2014,,
06482,CT,6.75,21462.73914,07/31/2014,,
06278,CT,7.5,27276.04119,03/19/2014,,
06010,CT,5.865,23942.08201,12/19/2014,,
06513,CT,6,29240.05025,09/09/2014,,
06457,CT,4.94,23119.54336,07/23/2014,,
06460,CT,3.75,17807.2228,12/01/2014,,
06033,CT,10.92,35342.0925,06/23/2014,,
